crn_number,subject,course_number,title,cred_number,typekey,days,times,lockey_number,lockey,instructor,seats_number,totenrl_number
10217,ESS,255.504,Local Perspect Lab,0,LAB,R,11:00AM- 01:45PM,108,CH 108,Kreiger W,12,3
10835,ART,101.101,Art/Visual Culture,3,LEC,M W F,08:00AM- 08:50AM,316,WOLF 316,Staff,28,11
10837,ART,101.102,Art/Visual Culture,3,LEC,M W F,10:00AM- 10:50AM,316,WOLF 316,Hemzik P,28,8
10838,ART,101.103,Art/Visual Culture,3,LEC,M W F,11:00AM- 11:50AM,316,WOLF 316,Hemzik P,28,9
10839,ART,101.104,Art/Visual Culture,3,LEC,T R,11:00AM- 12:15PM,316,WOLF 316,Staff,28,19
10840,ART,101.105,Art/Visual Culture,3,LEC,T R,03:30PM- 04:45PM,316,WOLF 316,Harzinski K,28,5
10841,ART,101.801,Art/Visual Culture,3,LEC,T R,05:00PM- 06:15PM,316,WOLF 316,Harzinski K,28,9
10842,ART,101.802,Art/Visual Culture,3,LEC,M,06:30PM- 09:15PM,316,WOLF 316,Yacovelli T,28,10
10843,ART,200.101,Intro Graphic Design,3,LEC,T R,08:00AM- 10:30AM,400,WOLF 400,Rodgers M,8,7
10844,ART,200.102,Intro Graphic Design,3,LEC,T R,11:00AM- 01:30PM,400,WOLF 400,Rodgers M,8,7
10845,ART,204.101,Survey West Art I,3,LEC,T R,12:30PM- 01:45PM,316,WOLF 316,Staff,28,23
10846,ART,205.101,Survey West Art II,3,LEC,T R,02:00PM- 03:15PM,316,WOLF 316,Hemzik P,28,17
10847,ART,206.101,Elements Comp Graph,3,LEC,M W,11:00AM- 01:30PM,412,WOLF 412,DelMarcelle A,8,0
10849,ART,206.102,Elements Comp Graph,3,LEC,M W,02:00PM- 04:30PM,412,WOLF 412,DelMarcelle A,8,8
10851,ART,207.101,Intro Art Therapy,3,LEC,T R,09:30AM- 10:45AM,316,WOLF 316,Stabley K,9,5
10853,ART,208.101,Intro Letterpress,3,LEC,F,10:00AM- 03:00PM,4,MVA 4,Patterson T,8,8
10855,ART,210.101,Design I,3,LEC,T R,02:00PM- 04:30PM,318,WOLF 318,Noble J,18,3
10857,ART,215.101,Drawing I,3,LEC,M W,08:00AM- 10:30AM,402,WOLF 402,Fryar M,8,4
10859,ART,215.102,Drawing I,3,LEC,M W,11:00AM- 01:30PM,402,WOLF 402,Fryar M,8,3
10861,ART,215.103,Drawing I,3,LEC,M W,02:00PM- 04:30PM,402,WOLF 402,Staff,8,2
10863,ART,215.104,Drawing I,3,LEC,T R,02:00PM- 04:30PM,402,WOLF 402,Todenhoft M,4,3
10868,ART,215.801,Drawing I,3,LEC,M W,05:00PM- 07:30PM,402,WOLF 402,Savage N,8,7
10870,ART,216.801,Figure Drawing I,3,LEC,T R,05:00PM- 07:30PM,402,WOLF 402,Noble J,8,1
10878,ART,220.101,Painting I,3,LEC,T R,08:00AM- 10:30AM,402,WOLF 402,Fryar M,6,3
10885,ART,220.102,Painting I,3,LEC,T R,11:00AM- 01:30PM,402,WOLF 402,Fryar M,6,6
10889,ART,223.101,Illustration I,3,LEC,M W,02:00PM- 04:30PM,318,WOLF 318,Rodgers M,8,6
10897,ART,230.101,Sculpture I,3,LEC,M W,11:00AM- 01:30PM,208,WOLF 208,Drogoul L,8,7
10905,ART,231.101,Concepts of Design,3,LEC,T R,08:00AM- 10:30AM,318,WOLF 318,Todenhoft M,9,3
10906,ART,231.801,Concepts of Design,3,LEC,T R,06:30PM- 09:00PM,316,WOLF 316,Todenhoft M,9,8
10908,ART,234.101,Concepts/Sculpture,3,LEC,T R,11:00AM- 01:30PM,208,WOLF 208,Harzinski K,9,8
10912,ART,235.101,Concpts Comp Grhcs,3,LEC,T R,11:00AM- 01:30PM,184,PAC 184,Thompson W,10,1
10914,ART,235.801,Concpts Comp Grhcs,3,LEC,M W,05:00PM- 07:30PM,184,PAC 184,DelMarcelle A,10,9
10916,ART,245.101,Photography I,3,LEC,M W,08:00AM- 10:30AM,103,WOLF 103,Campbell D,9,7
,,,,,,M W,08:00AM- 10:30AM,107,WOLF 107,,,0
10918,ART,245.102,Photography I,3,LEC,M W,02:00PM- 04:30PM,103,WOLF 103,Lobdell D,9,8
,,,,,,M W,02:00PM- 04:30PM,107,WOLF 107,,,0
10922,ART,245.103,Photography I,3,LEC,T R,08:00AM- 10:30AM,103,WOLF 103,Penn K,9,8
,,,,,,T R,08:00AM- 10:30AM,107,WOLF 107,,,0
10926,ART,245.104,Photography I,3,LEC,T R,11:00AM- 01:30PM,103,WOLF 103,Staff,9,8
,,,,,,T R,11:00AM- 01:30PM,107,WOLF 107,,,0
10928,ART,246.101,Digital Photography,3,LEC,M W,08:00AM- 10:30AM,184,PAC 184,Lobdell D,10,2
10931,ART,246.102,Digital Photography,3,LEC,M W,11:00AM- 01:30PM,184,PAC 184,Lobdell D,10,0
10934,ART,246.103,Digital Photography,3,LEC,T R,02:00PM- 04:30PM,184,PAC 184,Campbell M,10,3
10935,ART,247.801,Digital Image,3,LEC,M W,05:00PM- 07:30PM,400,WOLF 400,Campbell M,8,6
10936,ART,247.802,Digital Image,3,LEC,T R,05:00PM- 07:30PM,400,WOLF 400,Campbell M,8,4
10864,ART,265.101,Drawing II,3,LEC,T R,02:00PM- 04:30PM,402,WOLF 402,Todenhoft M,8,7
10871,ART,266.801,Figure Drawing II,3,LEC,T R,05:00PM- 07:30PM,402,WOLF 402,Noble J,4,1
10886,ART,270.101,Painting II,3,LEC,T R,11:00AM- 01:30PM,402,WOLF 402,Fryar M,6,5
10891,ART,273.101,Illustration II,3,LEC,M W,02:00PM- 04:30PM,318,WOLF 318,Rodgers M,5,2
10899,ART,280.101,Sculpture II,3,LEC,M W,11:00AM- 01:30PM,208,WOLF 208,Drogoul L,5,4
10938,ART,284.101,Jewelry/Sm Sculpt I,3,LEC,T R,02:00PM- 04:30PM,208,WOLF 208,Thompson W,8,0
10941,ART,287.101,Printmaking I,3,LEC,T R,02:00PM- 04:30PM,102,WOLF 102,Schiavone J,8,7
10946,ART,290.101,Print Production,3,LEC,M W,08:00AM- 10:30AM,400,WOLF 400,Patterson T,8,4
10951,ART,290.102,Print Production,3,LEC,M W,11:00AM- 01:30PM,400,WOLF 400,Patterson T,8,6
10944,ART,291.101,Printmaking II,3,LEC,T R,02:00PM- 04:30PM,102,WOLF 102,Schiavone J,3,2
10952,ART,293.101,Book Arts,3,LEC,T R,11:00AM- 01:30PM,102,WOLF 102,Schiavone J,12,2
,,,,,,T R,11:00AM- 01:30PM,318,WOLF 318,,,0
10939,ART,294.101,Jewelry/Sm Sculp II,3,LEC,T R,02:00PM- 04:30PM,208,WOLF 208,Thompson W,4,0
10956,ART,295.101,Photography II,3,LEC,M W,11:00AM- 01:30PM,103,WOLF 103,Campbell D,9,2
,,,,,,M W,11:00AM- 01:30PM,107,WOLF 107,,,0
10958,ART,296.101,Publication Design,3,LEC,T R,08:00AM- 10:30AM,412,WOLF 412,Patterson T,8,4
10961,ART,296.102,Publication Design,3,LEC,T R,11:00AM- 01:30PM,412,WOLF 412,Patterson T,8,7
10865,ART,315.101,Drawing III,3,LEC,T R,02:00PM- 04:30PM,402,WOLF 402,Todenhoft M,5,5
10873,ART,316.801,Figure Drawing III,3,LEC,T R,05:00PM- 07:30PM,402,WOLF 402,Noble J,4,4
10880,ART,320.101,Painting III,3,LEC,T R,08:00AM- 10:30AM,402,WOLF 402,Fryar M,6,1
10893,ART,323.101,Illustration III,3,LEC,M W,02:00PM- 04:30PM,318,WOLF 318,Rodgers M,4,4
10901,ART,330.101,Sculpture III,3,LEC,M W,11:00AM- 01:30PM,208,WOLF 208,Drogoul L,3,3
10963,ART,339.801,Motion Graphics,3,LEC,M W,06:30PM- 09:00PM,412,WOLF 412,Filippone S,8,6
10965,ART,340.801,Web Design I,3,LEC,T R,05:00PM- 07:30PM,412,WOLF 412,Reedy V,8,2
10968,ART,345.801,Photography III,3,LEC,M W,05:00PM- 07:30PM,103,WOLF 103,Staff,9,9
,,,,,,M W,05:00PM- 07:30PM,107,WOLF 107,,,0
10866,ART,365.101,Drawing IV,3,LEC,T R,02:00PM- 04:30PM,402,WOLF 402,Todenhoft M,4,4
10876,ART,366.801,Figure Drawing IV,3,LEC,T R,05:00PM- 07:30PM,402,WOLF 402,Noble J,4,0
10882,ART,370.101,Painting IV,3,LEC,T R,08:00AM- 10:30AM,402,WOLF 402,Fryar M,6,5
10895,ART,373.101,Illustration IV,3,LEC,M W,02:00PM- 04:30PM,318,WOLF 318,Rodgers M,4,2
10903,ART,380.101,Sculpture IV,3,LEC,M W,11:00AM- 01:30PM,208,WOLF 208,Drogoul L,2,2
10972,ART,385.801,Photography IV,3,LEC,M W,05:00PM- 07:30PM,107,WOLF 107,Staff,8,2
,,,,,,M W,05:00PM- 07:30PM,103,WOLF 103,,,0
10975,ART,390.801,Art/Classicl World,3,LEC,W,06:30PM- 09:15PM,316,WOLF 316,Cassar J,25,7
10977,ART,391.101,19th Century Art,3,LEC,M W F,09:00AM- 09:50AM,316,WOLF 316,Hemzik P,25,20
10979,ART,397.801,Art/Rec:Beyond A/C,3,LEC,T,06:30PM- 09:15PM,102,WOLF 102,Lorence M,10,9
10981,ART,399.101,Selected Topics,3,LEC,M W,11:00AM- 01:30PM,318,WOLF 318,Rodgers M,8,8
10982,ART,432.101,Senior Design Studio,3,LEC,M W,08:00AM- 10:30AM,318,WOLF 318,Rodgers M,8,2
10984,ART,437.801,Fine Art Seminar,3,LEC,T R,08:00PM- 10:30PM,318,WOLF 318,Noble J,20,19
10988,ART,440.101,Senior Portfolio FA,1,LEC,F,08:00AM- 08:50AM,208,WOLF 208,Clay-Robison M,25,3
10990,ART,441.101,Senior Portfolio GD,1,LEC,F,08:00AM- 08:50AM,208,WOLF 208,Clay-Robison M,25,16
